#nbCourses
5
#courses
10 11 12 13 14 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 10
1 10
2 11
3 11
4 12
5 12
6 13
7 13
8 14
9 14
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 10
1 10
2 10
3 10
4 10
5 10
6 10
7 10
8 10
9 10
10 11
11 11
12 11
13 11
14 11
15 11
16 11
17 11
18 11
19 11
20 12
21 12
22 12
23 12
24 12
25 12
26 12
27 12
28 12
29 12
30 13
31 13
32 13
33 13
34 13
35 13
36 13
37 13
38 13
39 13
40 14
41 14
42 14
43 14
44 14
45 14
46 14
47 14
48 14
49 14
-1
