#nbCourses
5
#courses
100 101 102 103 104 
#status
2 0 1 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 100
1 100
2 101
3 101
4 102
5 102
6 103
7 103
8 104
9 104
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 100
1 100
2 100
3 100
4 100
5 100
6 100
7 100
8 100
9 100
10 101
11 101
12 101
13 101
14 101
15 101
16 101
17 101
18 101
19 101
20 102
21 102
22 102
23 102
24 102
25 102
26 102
27 102
28 102
29 102
30 103
31 103
32 103
33 103
34 103
35 103
36 103
37 103
38 103
39 103
40 104
41 104
42 104
43 104
44 104
45 104
46 104
47 104
48 104
49 104
-1
