#nbCourses
5
#courses
40 41 42 43 44 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 40
1 40
2 41
3 41
4 42
5 42
6 43
7 43
8 44
9 44
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 40
1 40
2 40
3 40
4 40
5 40
6 40
7 40
8 40
9 40
10 41
11 41
12 41
13 41
14 41
15 41
16 41
17 41
18 41
19 41
20 42
21 42
22 42
23 42
24 42
25 42
26 42
27 42
28 42
29 42
30 43
31 43
32 43
33 43
34 43
35 43
36 43
37 43
38 43
39 43
40 44
41 44
42 44
43 44
44 44
45 44
46 44
47 44
48 44
49 44
-1
