#nbCourses
5
#courses
115 116 117 118 119 
#status
2 1 2 1 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 115
1 115
2 116
3 116
4 117
5 117
6 118
7 118
8 119
9 119
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 115
1 115
2 115
3 115
4 115
5 115
6 115
7 115
8 115
9 115
10 116
11 116
12 116
13 116
14 116
15 116
16 116
17 116
18 116
19 116
20 117
21 117
22 117
23 117
24 117
25 117
26 117
27 117
28 117
29 117
30 118
31 118
32 118
33 118
34 118
35 118
36 118
37 118
38 118
39 118
40 119
41 119
42 119
43 119
44 119
45 119
46 119
47 119
48 119
49 119
-1
