#nbCourses
5
#courses
20 21 22 23 24 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 20
1 20
2 21
3 21
4 22
5 22
6 23
7 23
8 24
9 24
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 20
1 20
2 20
3 20
4 20
5 20
6 20
7 20
8 20
9 20
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
19 21
20 22
21 22
22 22
23 22
24 22
25 22
26 22
27 22
28 22
29 22
30 23
31 23
32 23
33 23
34 23
35 23
36 23
37 23
38 23
39 23
40 24
41 24
42 24
43 24
44 24
45 24
46 24
47 24
48 24
49 24
-1
