#nbCourses
5
#courses
35 36 37 38 39 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 35
1 35
2 36
3 36
4 37
5 37
6 38
7 38
8 39
9 39
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 35
1 35
2 35
3 35
4 35
5 35
6 35
7 35
8 35
9 35
10 36
11 36
12 36
13 36
14 36
15 36
16 36
17 36
18 36
19 36
20 37
21 37
22 37
23 37
24 37
25 37
26 37
27 37
28 37
29 37
30 38
31 38
32 38
33 38
34 38
35 38
36 38
37 38
38 38
39 38
40 39
41 39
42 39
43 39
44 39
45 39
46 39
47 39
48 39
49 39
-1
