#nbCourses
5
#courses
110 111 112 113 114 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 110
1 110
2 111
3 111
4 112
5 112
6 113
7 113
8 114
9 114
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 110
1 110
2 110
3 110
4 110
5 110
6 110
7 110
8 110
9 110
10 111
11 111
12 111
13 111
14 111
15 111
16 111
17 111
18 111
19 111
20 112
21 112
22 112
23 112
24 112
25 112
26 112
27 112
28 112
29 112
30 113
31 113
32 113
33 113
34 113
35 113
36 113
37 113
38 113
39 113
40 114
41 114
42 114
43 114
44 114
45 114
46 114
47 114
48 114
49 114
-1
