#nbCourses
5
#courses
90 91 92 93 94 
#status
2 0 1 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 90
1 90
2 91
3 91
4 92
5 92
6 93
7 93
8 94
9 94
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 90
1 90
2 90
3 90
4 90
5 90
6 90
7 90
8 90
9 90
10 91
11 91
12 91
13 91
14 91
15 91
16 91
17 91
18 91
19 91
20 92
21 92
22 92
23 92
24 92
25 92
26 92
27 92
28 92
29 92
30 93
31 93
32 93
33 93
34 93
35 93
36 93
37 93
38 93
39 93
40 94
41 94
42 94
43 94
44 94
45 94
46 94
47 94
48 94
49 94
-1
