#nbCourses
5
#courses
25 26 27 28 29 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 25
1 25
2 26
3 26
4 27
5 27
6 28
7 28
8 29
9 29
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 25
1 25
2 25
3 25
4 25
5 25
6 25
7 25
8 25
9 25
10 26
11 26
12 26
13 26
14 26
15 26
16 26
17 26
18 26
19 26
20 27
21 27
22 27
23 27
24 27
25 27
26 27
27 27
28 27
29 27
30 28
31 28
32 28
33 28
34 28
35 28
36 28
37 28
38 28
39 28
40 29
41 29
42 29
43 29
44 29
45 29
46 29
47 29
48 29
49 29
-1
