#nbCourses
5
#courses
50 51 52 53 54 
#status
0 0 2 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 50
1 50
2 51
3 51
4 52
5 52
6 53
7 53
8 54
9 54
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 50
1 50
2 50
3 50
4 50
5 50
6 50
7 50
8 50
9 50
10 51
11 51
12 51
13 51
14 51
15 51
16 51
17 51
18 51
19 51
20 52
21 52
22 52
23 52
24 52
25 52
26 52
27 52
28 52
29 52
30 53
31 53
32 53
33 53
34 53
35 53
36 53
37 53
38 53
39 53
40 54
41 54
42 54
43 54
44 54
45 54
46 54
47 54
48 54
49 54
-1
