#nbCourses
5
#courses
65 66 67 68 69 
#status
0 0 0 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 65
1 65
2 66
3 66
4 67
5 67
6 68
7 68
8 69
9 69
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 65
1 65
2 65
3 65
4 65
5 65
6 65
7 65
8 65
9 65
10 66
11 66
12 66
13 66
14 66
15 66
16 66
17 66
18 66
19 66
20 67
21 67
22 67
23 67
24 67
25 67
26 67
27 67
28 67
29 67
30 68
31 68
32 68
33 68
34 68
35 68
36 68
37 68
38 68
39 68
40 69
41 69
42 69
43 69
44 69
45 69
46 69
47 69
48 69
49 69
-1
