#nbCourses
5
#courses
55 56 57 58 59 
#status
0 0 2 0 3 
#nbFCourses_short
10
#FCourses_short
0 1 2 3 4 5 6 7 8 9 
#FCourse_short Course
0 55
1 55
2 56
3 56
4 57
5 57
6 58
7 58
8 59
9 59
-1
nbFCourses
50
FCourses
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
#FCourse Course
0 55
1 55
2 55
3 55
4 55
5 55
6 55
7 55
8 55
9 55
10 56
11 56
12 56
13 56
14 56
15 56
16 56
17 56
18 56
19 56
20 57
21 57
22 57
23 57
24 57
25 57
26 57
27 57
28 57
29 57
30 58
31 58
32 58
33 58
34 58
35 58
36 58
37 58
38 58
39 58
40 59
41 59
42 59
43 59
44 59
45 59
46 59
47 59
48 59
49 59
-1
